Date,albert_positive,albert_negative,xlnet_positive,xlnet_negative,ernie_positive,ernie_negative,bert_positive,bert_negative,distilbert_positive,distilbert_negative,roberta_positive,roberta_negative
2016-02-10,0.589285671710968,0.4107142984867096,0.5978207588195801,0.4021792411804199,0.595076322555542,0.404923677444458,0.4808633327484131,0.5191366672515869,0.49561354517936707,0.5043864250183105,0.5316144824028015,0.4683854281902313
2019-05-15,0.5772351622581482,0.4227648675441742,0.6411529779434204,0.35884711146354675,0.5903168320655823,0.4096831977367401,0.4863508939743042,0.5136491060256958,0.4915749132633209,0.5084251165390015,0.533089280128479,0.466910719871521
2018-08-15,0.6009883284568787,0.39901164174079895,0.6276214122772217,0.37237855792045593,0.5930609703063965,0.4069390296936035,0.48827654123306274,0.511723518371582,0.4922764003276825,0.5077236294746399,0.5321609377861023,0.4678390920162201
2020-02-12,0.5960565805435181,0.40394338965415955,0.6496546864509583,0.35034528374671936,0.5796825289726257,0.4203174114227295,0.486334890127182,0.5136650800704956,0.491113543510437,0.5088863968849182,0.5327754616737366,0.4672245681285858
2019-08-14,0.5945850610733032,0.40541499853134155,0.6532058715820312,0.34679412841796875,0.5893815159797668,0.4106184244155884,0.4881696105003357,0.5118304491043091,0.4911936819553375,0.5088063478469849,0.5328406095504761,0.4671594202518463
2016-11-16,0.6011569499969482,0.39884302020072937,0.6215746998786926,0.3784253001213074,0.6018372774124146,0.39816269278526306,0.4831407964229584,0.5168591737747192,0.49763092398643494,0.5023689866065979,0.5314779281616211,0.4685221016407013
2016-05-18,0.5899586081504822,0.4100413918495178,0.6445618867874146,0.35543808341026306,0.5941535234451294,0.40584638714790344,0.4800824522972107,0.5199175477027893,0.4943027198314667,0.5056973099708557,0.5318673253059387,0.46813273429870605
2017-08-16,0.5960273146629333,0.40397265553474426,0.6306112408638,0.36938875913619995,0.5977135896682739,0.4022863805294037,0.48497965931892395,0.5150203108787537,0.4914107322692871,0.5085892677307129,0.5335164070129395,0.46648353338241577
2018-11-14,0.5920731425285339,0.4079268276691437,0.6434415578842163,0.35655850172042847,0.5888054966926575,0.41119447350502014,0.4866814911365509,0.5133185386657715,0.49236026406288147,0.5076397657394409,0.5334008932113647,0.46659910678863525
2018-02-14,0.5919862985610962,0.4080137312412262,0.6498929858207703,0.3501070737838745,0.5937885642051697,0.4062114953994751,0.4861810803413391,0.5138189196586609,0.492019921541214,0.5079800486564636,0.5327329039573669,0.46726706624031067
2019-11-13,0.579289972782135,0.420710027217865,0.6188195943832397,0.38118046522140503,0.5925872325897217,0.4074127972126007,0.48785626888275146,0.5121437311172485,0.49377328157424927,0.5062267184257507,0.5335521101951599,0.4664478302001953
2019-02-13,0.5845133066177368,0.4154866933822632,0.6205617785453796,0.3794381320476532,0.5892797112464905,0.4107203185558319,0.4869430363178253,0.5130569934844971,0.491718053817749,0.5082820057868958,0.5326717495918274,0.46732833981513977
2020-08-12,0.592254638671875,0.4077454209327698,0.6382890343666077,0.36171093583106995,0.5920119285583496,0.4079880118370056,0.4840468168258667,0.5159531831741333,0.49244922399520874,0.507550835609436,0.5327271223068237,0.46727287769317627
2017-02-15,0.6129751801490784,0.38702481985092163,0.632498025894165,0.36750200390815735,0.5972403287887573,0.40275973081588745,0.48431289196014404,0.515687108039856,0.4964670240879059,0.5035329461097717,0.5322261452674866,0.4677739143371582
2017-11-15,0.5860051512718201,0.41399484872817993,0.6561300158500671,0.3438699245452881,0.5969194173812866,0.40308061242103577,0.48491865396499634,0.5150813460350037,0.49143311381340027,0.5085669159889221,0.5334534049034119,0.46654656529426575
2018-05-16,0.5846131443977356,0.41538679599761963,0.6615076065063477,0.33849236369132996,0.593369722366333,0.4066302478313446,0.4887791872024536,0.5112207531929016,0.4882577359676361,0.5117422938346863,0.5326744914054871,0.46732547879219055
2017-05-17,0.6016365885734558,0.3983634412288666,0.6452581882476807,0.35474181175231934,0.5934494733810425,0.40655046701431274,0.481367826461792,0.518632173538208,0.4908044636249542,0.5091955065727234,0.5337960124015808,0.4662039279937744
2020-05-13,0.587805449962616,0.41219452023506165,0.6215231418609619,0.3784768283367157,0.590287446975708,0.409712553024292,0.48860880732536316,0.5113911628723145,0.4900286793708801,0.5099712610244751,0.5327551364898682,0.46724480390548706
2016-08-17,0.6055288314819336,0.3944711685180664,0.6356067061424255,0.3643932640552521,0.6047058701515198,0.39529410004615784,0.48792290687561035,0.5120771527290344,0.49727386236190796,0.502726137638092,0.5320595502853394,0.46794044971466064
