Date,albert_positive,albert_negative,xlnet_positive,xlnet_negative,ernie_positive,ernie_negative,bert_positive,bert_negative,distilbert_positive,distilbert_negative,roberta_positive,roberta_negative
2018-05-01,0.5830165147781372,0.41698357462882996,0.6653463840484619,0.3346536159515381,0.5894442796707153,0.41055572032928467,0.47946059703826904,0.520539402961731,0.4925990700721741,0.5074009299278259,0.534650981426239,0.4653489589691162
2019-10-30,0.594248354434967,0.40575167536735535,0.675410807132721,0.32458922266960144,0.5865851640701294,0.4134148359298706,0.4787548780441284,0.5212451219558716,0.4921283423900604,0.507871687412262,0.534180760383606,0.46581926941871643
2016-01-26,0.5931822061538696,0.40681782364845276,0.7006632685661316,0.2993367314338684,0.6058260798454285,0.3941739797592163,0.4748501181602478,0.5251498818397522,0.4967591464519501,0.5032408237457275,0.5339124202728271,0.46608757972717285
2020-07-30,0.5817615389823914,0.41823846101760864,0.658337414264679,0.34166258573532104,0.5916764140129089,0.40832364559173584,0.48411473631858826,0.5158851742744446,0.4963628649711609,0.5036371946334839,0.5355460047721863,0.4644540548324585
2017-08-01,0.5757715106010437,0.4242284893989563,0.6785038709640503,0.3214961588382721,0.5835766196250916,0.4164234399795532,0.4850884974002838,0.5149114727973938,0.4892951548099518,0.510704755783081,0.5347328186035156,0.46526724100112915
2020-01-28,0.5904801487922668,0.40951982140541077,0.648339569568634,0.35166043043136597,0.591989278793335,0.40801069140434265,0.4807586371898651,0.5192413926124573,0.49679872393608093,0.5032013058662415,0.5344404578208923,0.46555954217910767
2016-04-26,0.5879547595977783,0.4120452105998993,0.6866654753684998,0.31333452463150024,0.6022800207138062,0.39772000908851624,0.4760507047176361,0.5239493250846863,0.4936838746070862,0.5063161253929138,0.5324532985687256,0.4675467312335968
2017-01-31,0.5907968282699585,0.4092031419277191,0.6751697063446045,0.3248302936553955,0.6035089492797852,0.39649099111557007,0.47511276602745056,0.524887204170227,0.4940028488636017,0.5059970617294312,0.5359876155853271,0.46401238441467285
2019-04-30,0.5891885757446289,0.4108113646507263,0.6988146901130676,0.3011853098869324,0.5900996327400208,0.40990036725997925,0.4793599247932434,0.5206400752067566,0.4950873851776123,0.5049125552177429,0.5340976119041443,0.4659024178981781
2017-11-02,0.5853375196456909,0.4146624803543091,0.6720936894416809,0.3279063403606415,0.5851823687553406,0.4148176312446594,0.4803023934364319,0.5196975469589233,0.48963555693626404,0.5103644728660583,0.534893274307251,0.46510669589042664
2016-10-25,0.5926691889762878,0.40733078122138977,0.6779261231422424,0.32207390666007996,0.605878472328186,0.3941214978694916,0.4799288511276245,0.5200712084770203,0.49682608246803284,0.5031738877296448,0.5347976684570312,0.4652024209499359
2016-07-26,0.5964861512184143,0.4035138189792633,0.6827041506767273,0.3172958195209503,0.602388858795166,0.397611141204834,0.4697854816913605,0.5302144885063171,0.49259889125823975,0.5074011087417603,0.5333665609359741,0.4666334092617035
2017-05-02,0.5624118447303772,0.4375881254673004,0.6600074768066406,0.33999255299568176,0.5968624949455261,0.4031375050544739,0.481449693441391,0.5185503959655762,0.49430689215660095,0.5056931376457214,0.5349084734916687,0.4650914967060089
2019-07-30,0.5701074004173279,0.4298925995826721,0.6663563251495361,0.3336436152458191,0.5903123617172241,0.4096875786781311,0.4830162525177002,0.5169838070869446,0.49607372283935547,0.5039262771606445,0.534145176410675,0.46585482358932495
2019-01-29,0.6006839871406555,0.39931604266166687,0.6771165132522583,0.3228835463523865,0.5974474549293518,0.4025525748729706,0.47576281428337097,0.5242371559143066,0.4904356896877289,0.5095643401145935,0.5347259640693665,0.46527397632598877
2018-07-31,0.5795556306838989,0.42044439911842346,0.7007526159286499,0.2992473542690277,0.5963358879089355,0.40366411209106445,0.47223541140556335,0.5277646780014038,0.49274981021881104,0.5072502493858337,0.5352043509483337,0.46479561924934387
2018-02-01,0.5649335980415344,0.4350664019584656,0.6500133275985718,0.34998661279678345,0.5833606123924255,0.41663941740989685,0.4822803735733032,0.5177196860313416,0.4944159686565399,0.5055840611457825,0.5340127348899841,0.46598729491233826
2018-11-01,0.5877728462219238,0.4122271239757538,0.6867638826370239,0.3132360875606537,0.5975520014762878,0.40244802832603455,0.4705232083797455,0.5294767618179321,0.4914177656173706,0.5085822939872742,0.5315864086151123,0.4684136211872101
2020-04-30,0.5903591513633728,0.4096408486366272,0.6781399250030518,0.32186007499694824,0.5890045166015625,0.4109954535961151,0.4819011390209198,0.5180988311767578,0.49409064650535583,0.5059093832969666,0.5347588062286377,0.4652412533760071
